month,doctor_id,doctor_name,specialty,state,region,molecule,brand,therapy_area,prescriptions,unique_patients,total_cost
2023-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,9,7582.56
2023-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,7,4,3953.18
2023-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,15,9,8068.38
2023-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,10,7,5810.68
2023-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,12,8,6999.57
2024-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,19,16,9994.2
2024-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,22,14,13002.98
2024-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,12,8,6446.1
2024-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,21,15,11286.6
2024-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,11,7731.93
2024-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,19,13,10690.64
2024-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,9,8423.35
2024-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,24,20,12716.56
2024-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,10,8286.29
2024-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,9,7164.05
2024-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,14,9416.33
2024-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,20,12,11953.83
2022-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,12,8,6785.29
2022-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,15,12,7726.69
2022-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,20,15,9939.99
2022-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,6,4,3059.77
2022-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,12,7341.25
2022-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,15,11,8229.21
2022-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,8,5698.95
2022-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,11,6869.87
2022-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,10,7825.85
2022-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,7,6079.78
2022-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,7,5076.7
2022-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,6,4,3324.45
2023-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,16,12,8127.63
2023-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,6,4995.88
2023-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,17,12,9475.8
2023-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,19,12,10465.98
2023-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,6,5313.65
2023-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,15,10,8664.97
2023-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,10,7547.69
2023-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,7,6332.2
2023-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,11,7996.15
2023-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,5,4,2533.98
2023-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,7,4681.64
2023-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,6,4,3240.4
2024-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,12,10,6997.8
2024-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,8,5811.84
2024-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,8,5,4009.94
2024-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,10,7036.87
2024-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,1,1,563.73
2024-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,6,5044.91
2024-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,5,4608.28
2024-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,7,6088.33
2024-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,7,5,3771.65
2024-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,6,5666.55
2024-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,5,4999.6
2024-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,5,4,2622.41
2022-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,22,14,10162.62
2022-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,26,21,13337.96
2022-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,17,10,8316.11
2022-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,13,8,6687.93
2022-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,26,16,13435.74
2022-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,24,20,11300.17
2022-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,22,13,10257.71
2022-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,19,15,9250.35
2022-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,21,14,10294.74
2022-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,22,15,10674.78
2022-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,24,17,11189.54
2022-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,23,13,10450.13
2023-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,29,18,14059.58
2023-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,31,25,15897.8
2023-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,28,16,14398.05
2023-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,25,18,11048.87
2023-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,27,21,13690.21
2023-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,26,14,13052.38
2023-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,23,15,11154.95
2023-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,22,17,10554.24
2023-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,20,16,9407.18
2023-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,18,13,8729.02
2023-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,25,17,11267.33
2023-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,24,19,10642.58
2024-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,28,21,12716.16
2024-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,31,23,13785.06
2024-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,28,17,12665.05
2024-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,23,13,11830.15
2024-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,27,23,12090.61
2024-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,30,22,14236.48
2024-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,26,18,13465.51
2024-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,40,30,18591.02
2024-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,35,29,17707.13
2024-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,20,16,9071.24
2024-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,29,21,13691.12
2024-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Apixaban,Eliquis,Cardiovascular,28,24,13032.83
2022-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,12,6152.86
2022-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,24,19,12138.9
2022-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,13,9,6152.52
2022-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,21,14,9690.51
2022-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,16,9,7011.57
2022-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,22,18,10525.66
2022-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,12,7082.39
2022-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,8,6120.27
2022-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,13,11,6146.39
2022-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,19,15,9098.3
2022-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,16,10,7445.21
2022-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,27,21,12772.18
2023-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,10,6761.98
2023-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,18,14,8011.79
2023-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,28,16,13155.05
2023-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,19,13,9636.99
2023-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,19,13,8311.08
2023-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,20,15,8724.45
2023-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,25,14,12355.76
2023-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,20,14,9607.46
2023-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,23,15,11091.11
2023-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,16,13,7526.93
2023-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,22,14,10745.67
2023-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,13,10,6351.73
2024-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,26,15,13111.66
2024-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,9,6610.94
2024-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,26,20,11584.91
2024-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,18,11,8153.31
2024-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,17,12,8252.11
2024-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,11,9,5375.14
2024-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,23,18,10361.61
2024-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,17,12,7852.01
2024-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,15,10,6793.72
2024-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,13,8,5982.2
2024-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,15,12,7047.67
2024-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Rivaroxaban,Xarelto,Cardiovascular,21,18,10049.27
2022-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,14,8,7878.4
2022-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,11,7,6783.18
2022-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,12,7,6998.13
2022-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,16,11,9397.84
2022-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,10,6,5777.72
2022-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,8,7,4804.17
2022-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,15,9,8674.88
2022-08-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,15,12,8623.04
2022-09-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,13,8,7646.05
2022-10-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,21,14,12671.68
2022-11-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,9,7,5383.11
2022-12-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,17,9,10488.08
2023-01-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,10,8,5698.9
2023-02-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,13,9,7535.2
2023-03-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,10,7,6453.13
2023-04-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,16,14,9622.33
2023-05-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,13,8,8221.59
2023-06-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,17,12,9873.17
2023-07-01,DR0001,Dr. Helen Collins,Primary Care / Internal Medicine,Pennsylvania,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,10,6,6388.95
